"Protein","Missing_Rate_Percent"
"ICE1",51.6778523489933
"ICE2",59.0604026845638
"ICMT",53.6912751677852
"ICOS",93.2885906040269
"ID1",78.5234899328859
"ID2",96.6442953020134
"IER2",78.5234899328859
"IFFO2",71.1409395973154
"IFI27",93.2885906040269
"IFI27L2",68.4563758389262
"IFI6",71.8120805369127
"IFNAR1",96.6442953020134
"IGDCC4",78.5234899328859
"IGF1",83.2214765100671
"IGFBP1",64.4295302013423
"IGFBPL1",95.9731543624161
"IGFLR1",55.7046979865772
"IGHE",65.1006711409396
"IGHV1.45",79.1946308724832
"IGHV1.69.2",58.3892617449664
"IGHV1.69D",53.6912751677852
"IGHV3.20",71.8120805369127
"IGHV3.21",90.6040268456376
"IGHV3.30",61.0738255033557
"IGHV3.48",86.5771812080537
"IGHV3.74",50.3355704697987
"IGHV3OR16.10",91.9463087248322
"IGHV3OR16.9",92.6174496644295
"IGHV4.39",94.6308724832215
"IGHV7.4.1",71.8120805369127
"IGKV1.6",83.2214765100671
"IGKV1D.16",71.1409395973154
"IGKV1D.8",83.2214765100671
"IGKV2D.28",95.9731543624161
"IGKV2D.30",70.4697986577181
"IGKV3D.15",51.6778523489933
"IGKV3OR2.268",65.7718120805369
"IGLJ6",69.7986577181208
"IGLV10.54",90.6040268456376
"IGLV2.23",51.006711409396
"IGLV3.12",57.7181208053691
"IGLV4.3",75.8389261744966
"IGLV5.37",96.6442953020134
"IGLV5.48",70.4697986577181
"IGSF3",69.1275167785235
"IGSF9",91.2751677852349
"IKZF2",93.2885906040269
"IKZF5",80.5369127516778
"IL10RB",63.758389261745
"IL17D",94.6308724832215
"IL17RA",79.1946308724832
"IL18R1",91.9463087248322
"IL1B",92.6174496644295
"IL1RL2",70.4697986577181
"IL20RA",62.4161073825503
"IL22RA1",82.5503355704698
"IL23R",82.5503355704698
"IL2RG",93.9597315436242
"IL3RA",93.2885906040269
"IL6R",85.9060402684564
"IMMP1L",96.6442953020134
"IMMP2L",87.9194630872483
"INAVA",56.3758389261745
"INCENP",65.7718120805369
"ING2",89.261744966443
"INHBC",59.7315436241611
"INHBE",83.8926174496644
"INO80D",93.2885906040269
"INSIG2",95.9731543624161
"INTS6L",92.6174496644295
"INTU",92.6174496644295
"INVS",83.2214765100671
"IPMK",56.3758389261745
"IQCB1",56.3758389261745
"IQCE",81.8791946308725
"IQCJ.SCHIP1",91.9463087248322
"IRAK1BP1",95.9731543624161
"IRAK2",66.4429530201342
"IRF1",68.4563758389262
"ISL2",89.261744966443
"ITGA10",87.248322147651
"ITGA8",65.7718120805369
"ITGAE",59.0604026845638
"ITGB3",58.3892617449664
"ITGB7",65.7718120805369
"ITK",89.9328859060403
"ITM2A",82.5503355704698
"ITPKA",59.7315436241611
"ITPRIPL2",66.4429530201342
"IVL",53.6912751677852
"IYD",73.1543624161074
"JADE1",88.5906040268456
"JADE3",66.4429530201342
"JAM2",79.1946308724832
"JAML",83.2214765100671
"JARID2",89.9328859060403
"JDP2",85.9060402684564
"JMJD4",89.261744966443
"JOSD1",89.9328859060403
"JPH1",75.1677852348993
"JRKL",91.2751677852349
"JSRP1",73.8255033557047
"KAT2A",79.8657718120805
"KAT2B",65.1006711409396
"KAT6A",53.6912751677852
"KAT6B",63.758389261745
"KATNBL1",88.5906040268456
"KAZN",85.2348993288591
"KBTBD6",87.9194630872483
"KBTBD7",93.2885906040269
"KCNAB1",91.9463087248322
"KCNJ15",59.0604026845638
"KCNJ8",83.2214765100671
"KCNK1",74.496644295302
"KCNMA1",85.9060402684564
"KCNN4",57.7181208053691
"KCNQ1",75.1677852348993
"KCP",72.4832214765101
"KCTD1",71.8120805369127
"KCTD17",85.2348993288591
"KCTD2",63.0872483221477
"KCTD20",67.1140939597315
"KCTD6",77.8523489932886
"KCTD7",96.6442953020134
"KDELR1",94.6308724832215
"KDM4C",61.744966442953
"KDR",93.9597315436242
"KEL",92.6174496644295
"KERA",73.1543624161074
"KIAA0040",65.7718120805369
"KIAA0232",81.8791946308725
"KIAA0753",69.7986577181208
"KIAA1328",51.6778523489933
"KIF12",89.9328859060403
"KIF14",73.8255033557047
"KIF18A",96.6442953020134
"KIF18B",60.4026845637584
"KIF20A",64.4295302013423
"KIF20B",77.8523489932886
"KIF22",70.4697986577181
"KIF27",77.8523489932886
"KIF3C",86.5771812080537
"KIF4A",53.6912751677852
"KIF5A",84.5637583892617
"KITLG",59.7315436241611
"KIZ",95.9731543624161
"KLF10",92.6174496644295
"KLF12",91.9463087248322
"KLF16",59.7315436241611
"KLF4",61.0738255033557
"KLF5",51.006711409396
"KLF6",90.6040268456376
"KLHDC10",59.0604026845638
"KLHDC7A",64.4295302013423
"KLHDC7B",79.8657718120805
"KLHDC8B",73.1543624161074
"KLHL12",91.2751677852349
"KLHL13",75.1677852348993
"KLHL15",87.248322147651
"KLHL17",82.5503355704698
"KLHL20",77.1812080536913
"KLHL21",80.5369127516778
"KLHL24",71.8120805369127
"KLHL29",59.0604026845638
"KLHL3",95.9731543624161
"KLHL4",91.9463087248322
"KLHL5",79.1946308724832
"KLHL6",85.9060402684564
"KLHL7",85.9060402684564
"KLHL9",61.744966442953
"KLK14",58.3892617449664
"KLK5",81.8791946308725
"KLK8",73.8255033557047
"KMO",73.8255033557047
"KMT5B",79.8657718120805
"KMT5C",94.6308724832215
"KNL1",63.0872483221477
"KNSTRN",83.8926174496644
"KPNA5",86.5771812080537
"KRCC1",77.1812080536913
"KRT15",62.4161073825503
"KRT24",85.9060402684564
"KRT78",51.6778523489933
"KRT79",94.6308724832215
"KRTDAP",95.3020134228188
"L3MBTL2",71.8120805369127
"LAG3",96.6442953020134
"LAMP3",62.4161073825503
"LAMP5",63.0872483221477
"LANCL3",96.6442953020134
"LAPTM4A",92.6174496644295
"LAPTM5",73.1543624161074
"LARGE1",85.9060402684564
"LATS2",88.5906040268456
"LAX1",92.6174496644295
"LAYN",62.4161073825503
"LBHD1",89.9328859060403
"LCA5",74.496644295302
"LCMT2",86.5771812080537
"LCOR",52.3489932885906
"LCORL",85.2348993288591
"LCT",60.4026845637584
"LDB2",89.261744966443
"LDHC",84.5637583892617
"LEAP2",91.2751677852349
"LEFTY1",95.3020134228188
"LEPR",90.6040268456376
"LGI2",87.248322147651
"LGR4",95.9731543624161
"LHFPL2",79.8657718120805
"LHFPL6",75.1677852348993
"LIF",96.6442953020134
"LIFR",79.8657718120805
"LILRA2",54.3624161073826
"LILRB1",59.0604026845638
"LILRB2",63.0872483221477
"LILRB3",63.0872483221477
"LILRB4",77.1812080536913
"LIN28A",78.5234899328859
"LIN37",61.0738255033557
"LIN7B",63.758389261745
"LIN9",63.0872483221477
"LINS1",77.8523489932886
"LIPC",95.9731543624161
"LIPF",89.261744966443
"LIPT1",93.9597315436242
"LIPT2",91.9463087248322
"LMBR1",87.9194630872483
"LNX2",69.1275167785235
"LPAR1",62.4161073825503
"LPAR2",93.9597315436242
"LRATD1",96.6442953020134
"LRIG2",88.5906040268456
"LRIG3",73.1543624161074
"LRP11",89.261744966443
"LRP1B",92.6174496644295
"LRP5",75.1677852348993
"LRP6",77.1812080536913
"LRP8",91.9463087248322
"LRRC19",87.9194630872483
"LRRC42",82.5503355704698
"LRRC4B",96.6442953020134
"LRRC58",61.0738255033557
"LRRC75A",95.9731543624161
"LRRC8B",89.9328859060403
"LRRC8E",91.9463087248322
"LRRK1",50.3355704697987
"LRRN1",90.6040268456376
"LRRN4CL",84.5637583892617
"LST1",96.6442953020134
"LTB4R",89.9328859060403
"LTF",81.8791946308725
"LY6H",87.9194630872483
"LY75",50.3355704697987
"LY9",92.6174496644295
"LY96",84.5637583892617
"LYPD2",75.8389261744966
"LYPD6B",74.496644295302
"LYSMD3",65.7718120805369
"MAB21L2",89.9328859060403
"MACIR",67.7852348993289
"MAD2L2",80.5369127516778
"MAF",85.9060402684564
"MAFK",75.1677852348993
"MAGEA4",79.1946308724832
"MAGEH1",78.5234899328859
"MAGI2",71.8120805369127
"MAGOHB",95.3020134228188
"MALSU1",53.6912751677852
"MAML1",55.0335570469799
"MAML3",61.744966442953
"MANEA",50.3355704697987
"MANEAL",95.9731543624161
"MAP10",65.7718120805369
"MAP3K1",82.5503355704698
"MAP3K21",59.0604026845638
"MAP7D2",95.9731543624161
"MAP9",56.3758389261745
"MAPK10",72.4832214765101
"MAPK11",88.5906040268456
"MAPK12",70.4697986577181
"MAPKAPK5",96.6442953020134
"MARCHF6",75.8389261744966
"MARCHF7",57.7181208053691
"MARK4",51.006711409396
"MASTL",85.9060402684564
"MBD4",57.7181208053691
"MBD6",70.4697986577181
"MBTD1",75.1677852348993
"MCEMP1",91.2751677852349
"MCF2",95.9731543624161
"MCOLN1",89.9328859060403
"MCRIP2",66.4429530201342
"MCUB",61.0738255033557
"MDFI",85.9060402684564
"MDFIC",92.6174496644295
"MDGA1",73.8255033557047
"MDM2",93.9597315436242
"MDM4",71.1409395973154
"MDP1",78.5234899328859
"MED17",59.0604026845638
"MED19",83.8926174496644
"MED26",85.2348993288591
"MEF2A",55.0335570469799
"MEF2C",53.6912751677852
"MEFV",95.9731543624161
"MEGF9",73.1543624161074
"MEIS1",51.6778523489933
"MELK",73.1543624161074
"MEOX2",89.9328859060403
"MEP1A",51.006711409396
"MEP1B",74.496644295302
"MERTK",66.4429530201342
"METRN",89.9328859060403
"METTL18",54.3624161073826
"METTL21A",59.7315436241611
"METTL25",61.0738255033557
"METTL2B",75.8389261744966
"MEX3D",73.1543624161074
"MFHAS1",79.1946308724832
"MFSD14B",84.5637583892617
"MFSD3",92.6174496644295
"MFSD4A",83.8926174496644
"MFSD4B",75.1677852348993
"MFSD5",81.8791946308725
"MFSD8",92.6174496644295
"MFSD9",90.6040268456376
"MGARP",96.6442953020134
"MGAT4A",51.006711409396
"MGAT4B",61.0738255033557
"MGRN1",60.4026845637584
"MICOS10",84.5637583892617
"MID2",53.6912751677852
"MIER3",65.1006711409396
"MIGA1",52.3489932885906
"MIGA2",74.496644295302
"MIS18A",79.1946308724832
"MIS18BP1",58.3892617449664
"MKNK2",79.1946308724832
"MKS1",93.9597315436242
"MLF1",65.7718120805369
"MLH3",88.5906040268456
"MLIP",76.510067114094
"MLLT10",51.006711409396
"MLLT3",81.8791946308725
"MLN",83.8926174496644
"MLXIPL",96.6442953020134
"MMACHC",74.496644295302
"MMP15",63.758389261745
"MMP24OS",68.4563758389262
"MMS22L",94.6308724832215
"MND1",80.5369127516778
"MNX1",52.3489932885906
"MOB3C",63.758389261745
"MOB4",91.9463087248322
"MOCOS",60.4026845637584
"MOGAT2",79.8657718120805
"MORC4",78.5234899328859
"MOSPD1",90.6040268456376
"MPHOSPH9",89.261744966443
"MPND",68.4563758389262
"MPP2",52.3489932885906
"MPPE1",75.8389261744966
"MPPED2",91.9463087248322
"MPV17L",89.9328859060403
"MR1",73.1543624161074
"MREG",91.9463087248322
"MRFAP1",51.6778523489933
"MRGPRF",55.7046979865772
"MRM2",75.1677852348993
"MROH8",93.9597315436242
"MRS2",87.248322147651
"MS4A1",63.758389261745
"MS4A10",95.3020134228188
"MS4A18",95.3020134228188
"MSANTD4",87.9194630872483
"MSL2",68.4563758389262
"MSL3",63.758389261745
"MSMP",95.9731543624161
"MSRB1",64.4295302013423
"MSX2",96.6442953020134
"MT.CO1",75.1677852348993
"MT.CYB",86.5771812080537
"MT.ND3",96.6442953020134
"MT.ND4",89.9328859060403
"MT1B",94.6308724832215
"MT1E",52.3489932885906
"MT3",79.1946308724832
"MTBP",93.9597315436242
"MTERF1",79.1946308724832
"MTERF3",57.7181208053691
"MTF1",73.1543624161074
"MTF2",75.1677852348993
"MTFP1",79.1946308724832
"MTHFD2L",81.2080536912752
"MTMR7",51.006711409396
"MTRF1",53.6912751677852
"MTRF1L",75.1677852348993
"MUC17",83.8926174496644
"MUC2",62.4161073825503
"MUC20",95.9731543624161
"MUTYH",83.8926174496644
"MXD1",85.9060402684564
"MYBPC1",93.9597315436242
"MYC",78.5234899328859
"MYCT1",83.8926174496644
"MYH2",87.248322147651
"MYL1",69.7986577181208
"MYL3",75.1677852348993
"MYLPF",82.5503355704698
"MYOC",73.1543624161074
"MYOZ1",50.3355704697987
"MYRF",85.9060402684564
"MYRIP",57.7181208053691
"MYSM1",62.4161073825503
"MYZAP",96.6442953020134
"MZT2A",80.5369127516778
"N4BP2L1",76.510067114094
"NAA11",73.8255033557047
"NAA60",87.9194630872483
"NAA80",61.0738255033557
"NAALAD2",86.5771812080537
"NABP1",65.7718120805369
"NACA2",79.1946308724832
"NACAD",61.0738255033557
"NACC2",75.8389261744966
"NAIF1",95.9731543624161
"NAT2",95.3020134228188
"NAT9",88.5906040268456
"NATD1",86.5771812080537
"NCAM2",64.4295302013423
"NCAPH2",73.1543624161074
"NCOA4",62.4161073825503
"NCR3LG1",89.261744966443
"NDEL1",59.7315436241611
"NDFIP1",95.9731543624161
"NDFIP2",92.6174496644295
"NDN",77.1812080536913
"NDNF",67.1140939597315
"NDRG4",61.744966442953
"NDST2",92.6174496644295
"NDUFA1",96.6442953020134
"NDUFB2",63.0872483221477
"NEIL1",74.496644295302
"NEMP1",71.1409395973154
"NEURL1",95.9731543624161
"NEURL1B",90.6040268456376
"NEURL4",55.0335570469799
"NFE2L2",94.6308724832215
"NFIL3",86.5771812080537
"NFKBIL1",65.1006711409396
"NHLRC1",76.510067114094
"NINJ1",63.758389261745
"NINJ2",89.9328859060403
"NIPA2",57.0469798657718
"NIPAL2",73.8255033557047
"NIPAL3",81.8791946308725
"NIPSNAP3B",64.4295302013423
"NKPD1",59.7315436241611
"NKX2.5",95.3020134228188
"NLRC3",73.1543624161074
"NLRC5",86.5771812080537
"NLRP1",57.0469798657718
"NLRP4",60.4026845637584
"NLRP6",67.1140939597315
"NME4",51.006711409396
"NOG",90.6040268456376
"NOS2",95.3020134228188
"NOTCH4",65.7718120805369
"NOVA1",86.5771812080537
"NOXA1",74.496644295302
"NOXO1",89.9328859060403
"NPC1L1",83.2214765100671
"NPHP3",92.6174496644295
"NPHP4",67.7852348993289
"NPR2",85.2348993288591
"NPTXR",61.0738255033557
"NR0B1",84.5637583892617
"NR1D1",53.0201342281879
"NR1H2",65.7718120805369
"NR2C1",92.6174496644295
"NR2F1",89.261744966443
"NR3C2",61.744966442953
"NR4A1",65.7718120805369
"NRIP1",79.1946308724832
"NRK",68.4563758389262
"NSUN3",90.6040268456376
"NT5C1A",96.6442953020134
"NTN1",51.6778523489933
"NTRK2",63.758389261745
"NTS",84.5637583892617
"NUAK1",63.758389261745
"NUAK2",81.2080536912752
"NUDT11",67.1140939597315
"NUDT22",87.248322147651
"NUDT6",57.0469798657718
"NUDT7",95.9731543624161
"NUF2",56.3758389261745
"NUFIP1",89.261744966443
"NUS1",73.8255033557047
"NYNRIN",55.0335570469799
"OCSTAMP",91.2751677852349
"ODF3B",95.9731543624161
"OIP5",96.6442953020134
"OIT3",89.9328859060403
"OLFM1",63.0872483221477
"OLFM2",82.5503355704698
"OLFML2A",81.8791946308725
"OLR1",58.3892617449664
"ORAI1",73.8255033557047
"ORC1",81.2080536912752
"ORC6",92.6174496644295
"ORMDL2",78.5234899328859
"ORMDL3",95.3020134228188
"OSCAR",81.2080536912752
"OTUB2",95.9731543624161
"OTUD1",51.6778523489933
"OTUD3",83.8926174496644
"OTUD5",67.7852348993289
"OTX1",95.9731543624161
"P2RX7",81.2080536912752
"P2RY13",89.9328859060403
"P2RY8",93.9597315436242
"P4HA3",68.4563758389262
"PABPC3",59.7315436241611
"PACC1",87.248322147651
"PACRGL",89.261744966443
"PADI3",72.4832214765101
"PAEP",66.4429530201342
"PAGR1",51.006711409396
"PAK6",86.5771812080537
"PALB2",94.6308724832215
"PANK3",77.8523489932886
"PANX1",59.7315436241611
"PAPPA2",95.9731543624161
"PAQR4",96.6442953020134
"PAQR7",90.6040268456376
"PARD6G",56.3758389261745
"PARL",80.5369127516778
"PARM1",53.6912751677852
"PARP15",95.9731543624161
"PARP16",57.0469798657718
"PARP8",73.1543624161074
"PASK",57.0469798657718
"PATZ1",72.4832214765101
"PAX5",86.5771812080537
"PAX6",95.9731543624161
"PBK",51.6778523489933
"PBX2",93.2885906040269
"PBX3",83.2214765100671
"PCDH12",72.4832214765101
"PCDH18",70.4697986577181
"PCDHGB5",87.9194630872483
"PCDHGC3",53.0201342281879
"PCGF1",91.2751677852349
"PCGF2",76.510067114094
"PCGF6",73.8255033557047
"PCMTD2",77.1812080536913
"PCOLCE2",75.1677852348993
"PCP4L1",91.2751677852349
"PCSK6",92.6174496644295
"PCSK7",78.5234899328859
"PDCD2",54.3624161073826
"PDCD7",70.4697986577181
"PDE11A",82.5503355704698
"PDE1C",73.1543624161074
"PDE4A",71.1409395973154
"PDE4B",95.9731543624161
"PDE7A",72.4832214765101
"PDP2",65.1006711409396
"PDPN",88.5906040268456
"PDSS1",81.2080536912752
"PDZD3",82.5503355704698
"PEAK3",72.4832214765101
"PEAR1",77.1812080536913
"PELI1",95.9731543624161
"PELI2",57.0469798657718
"PENK",87.248322147651
"PER2",82.5503355704698
"PET117",91.9463087248322
"PEX10",71.1409395973154
"PEX2",64.4295302013423
"PGAM4",71.8120805369127
"PGAP2",92.6174496644295
"PGAP6",91.2751677852349
"PGBD2",86.5771812080537
"PGR",60.4026845637584
"PGS1",57.7181208053691
"PHC1",55.0335570469799
"PHETA1",52.3489932885906
"PHF20",83.8926174496644
"PHLDA2",54.3624161073826
"PHLDB3",61.744966442953
"PHLPP1",72.4832214765101
"PHLPP2",84.5637583892617
"PIAS2",59.7315436241611
"PIAS3",74.496644295302
"PIGA",70.4697986577181
"PIGB",55.0335570469799
"PIGM",95.9731543624161
"PIGQ",70.4697986577181
"PIGX",64.4295302013423
"PIK3C2G",91.2751677852349
"PIK3IP1",77.1812080536913
"PIK3R5",95.9731543624161
"PIM3",88.5906040268456
"PIP",63.0872483221477
"PIPOX",55.7046979865772
"PITPNM2",73.1543624161074
"PKMYT1",81.2080536912752
"PLA2G12B",83.2214765100671
"PLA2G4C",67.7852348993289
"PLA2G6",67.1140939597315
"PLA2R1",60.4026845637584
"PLAAT4",92.6174496644295
"PLAC8",81.8791946308725
"PLCH2",81.8791946308725
"PLCZ1",58.3892617449664
"PLEKHA8",87.9194630872483
"PLEKHG6",93.9597315436242
"PLEKHH2",55.0335570469799
"PLEKHH3",69.1275167785235
"PLEKHJ1",82.5503355704698
"PLEKHM3",91.2751677852349
"PLEKHN1",75.1677852348993
"PLIN5",91.9463087248322
"PLK1",63.758389261745
"PLLP",93.2885906040269
"PLP1",78.5234899328859
"PLPP1",55.0335570469799
"PLPP2",78.5234899328859
"PLPP5",91.2751677852349
"PLPP7",95.3020134228188
"PLXDC1",67.1140939597315
"PLXNA3",65.7718120805369
"PMEPA1",71.1409395973154
"PMF1",55.0335570469799
"PNCK",84.5637583892617
"PNMA8A",90.6040268456376
"PNPLA7",65.7718120805369
"POC1B",71.8120805369127
"PODNL1",73.8255033557047
"PODXL2",83.8926174496644
"POLA2",69.1275167785235
"POLE2",67.7852348993289
"POLL",75.1677852348993
"POLM",53.6912751677852
"POLQ",73.1543624161074
"POLR2F",72.4832214765101
"POLR3G",93.2885906040269
"POLR3GL",79.8657718120805
"POLR3H",58.3892617449664
"POMT1",88.5906040268456
"POMT2",74.496644295302
"PORCN",82.5503355704698
"POU2AF1",82.5503355704698
"POU2F2",72.4832214765101
"PPARD",95.3020134228188
"PPFIA3",63.758389261745
"PPM1D",93.2885906040269
"PPM1E",94.6308724832215
"PPM1J",51.6778523489933
"PPP1R14D",73.1543624161074
"PPP1R15B",77.1812080536913
"PPP1R26",80.5369127516778
"PPP1R35",60.4026845637584
"PPP1R3B",70.4697986577181
"PPP2R3C",88.5906040268456
"PPP4R4",88.5906040268456
"PPT2",84.5637583892617
"PRADC1",86.5771812080537
"PRDM10",56.3758389261745
"PRDM11",80.5369127516778
"PRDM4",55.7046979865772
"PRDM5",93.9597315436242
"PRF1",51.6778523489933
"PRICKLE1",75.1677852348993
"PRICKLE2",77.1812080536913
"PRIMPOL",63.758389261745
"PRKG2",79.8657718120805
"PRKX",95.3020134228188
"PRMT8",53.0201342281879
"PROX1",68.4563758389262
"PRR11",96.6442953020134
"PRR16",81.2080536912752
"PRR5",75.1677852348993
"PRR5L",76.510067114094
"PRR9",91.2751677852349
"PRSS22",77.1812080536913
"PRSS57",89.9328859060403
"PRX",67.1140939597315
"PRXL2C",85.9060402684564
"PSAPL1",77.1812080536913
"PSMA8",93.9597315436242
"PSMC3IP",91.2751677852349
"PSRC1",95.9731543624161
"PTAFR",66.4429530201342
"PTCD2",85.9060402684564
"PTOV1",87.9194630872483
"PTP4A3",81.8791946308725
"PTPDC1",80.5369127516778
"PTPRB",73.1543624161074
"PTPRCAP",72.4832214765101
"PTPRO",89.9328859060403
"PTPRZ1",93.2885906040269
"PUSL1",75.1677852348993
"PVALB",57.7181208053691
"PWP2",91.9463087248322
"PWWP3A",53.0201342281879
"PXMP2",62.4161073825503
"PXMP4",81.2080536912752
"PXYLP1",55.0335570469799
"PYGO1",81.8791946308725
"PYHIN1",55.7046979865772
"QRICH2",80.5369127516778
"R3HCC1L",59.0604026845638
"RAB11A",70.4697986577181
"RAB11FIP3",57.0469798657718
"RAB17",53.0201342281879
"RAB36",76.510067114094
"RAB37",63.0872483221477
"RAB38",83.2214765100671
"RAB39A",80.5369127516778
"RAB39B",91.9463087248322
"RAB3A",53.0201342281879
"RAB40C",96.6442953020134
"RAB42",82.5503355704698
"RAB7B",69.1275167785235
"RAB9B",89.261744966443
"RAC3",55.7046979865772
"RACGAP1",51.6778523489933
"RAD18",79.1946308724832
"RAD51",96.6442953020134
"RAD51AP1",81.2080536912752
"RAD51B",95.9731543624161
"RAD51C",92.6174496644295
"RAD52",90.6040268456376
"RAD54B",91.9463087248322
"RAI2",91.9463087248322
"RAMAC",66.4429530201342
"RAMP2",82.5503355704698
"RAPGEF3",91.9463087248322
"RAPGEF4",89.261744966443
"RAPGEF5",71.8120805369127
"RAPGEFL1",81.8791946308725
"RARA",55.0335570469799
"RARG",87.248322147651
"RASA4",91.2751677852349
"RASGRP3",89.261744966443
"RASGRP4",80.5369127516778
"RASL12",65.1006711409396
"RASSF3",51.006711409396
"RASSF7",61.744966442953
"RBAK",96.6442953020134
"RBBP8NL",75.1677852348993
"RBL1",86.5771812080537
"RBM41",87.248322147651
"RBM43",61.0738255033557
"RBM48",93.2885906040269
"RBPMS2",73.1543624161074
"RCAN1",53.6912751677852
"RCAN3",77.1812080536913
"RCBTB1",63.0872483221477
"RCE1",60.4026845637584
"RDH12",59.0604026845638
"RECQL4",77.1812080536913
"REEP1",80.5369127516778
"REM1",81.8791946308725
"REP15",91.9463087248322
"RESF1",74.496644295302
"REST",83.8926174496644
"RETREG1",73.8255033557047
"REV3L",84.5637583892617
"REXO1",57.7181208053691
"RFESD",73.8255033557047
"RFWD3",95.3020134228188
"RFX2",73.1543624161074
"RFX7",75.8389261744966
"RGL1",78.5234899328859
"RGL3",76.510067114094
"RGMB",92.6174496644295
"RGS1",85.9060402684564
"RGS17",93.9597315436242
"RGS18",79.8657718120805
"RGS2",90.6040268456376
"RHCG",95.9731543624161
"RHOBTB3",75.1677852348993
"RHOD",77.8523489932886
"RHOH",72.4832214765101
"RHOJ",97.9865771812081
"RHOU",93.2885906040269
"RIC1",53.0201342281879
"RIC8B",53.0201342281879
"RIMKLB",96.6442953020134
"RIPK4",69.7986577181208
"RIPOR2",73.8255033557047
"RLIM",61.744966442953
"RMI1",54.3624161073826
"RMI2",95.9731543624161
"RNASE7",96.6442953020134
"RNASEK",94.6308724832215
"RNF103",97.9865771812081
"RNF11",80.5369127516778
"RNF111",93.2885906040269
"RNF115",55.7046979865772
"RNF121",96.6442953020134
"RNF128",64.4295302013423
"RNF130",86.5771812080537
"RNF138",61.0738255033557
"RNF139",54.3624161073826
"RNF141",62.4161073825503
"RNF168",59.0604026845638
"RNF187",85.9060402684564
"RNF19B",55.0335570469799
"RNF216",57.7181208053691
"RNF26",95.9731543624161
"RNF39",92.6174496644295
"RNF4",63.0872483221477
"RNF6",72.4832214765101
"RNF8",88.5906040268456
"RNFT1",75.1677852348993
"RNPEPL1",63.758389261745
"ROBO2",68.4563758389262
"RPGR",93.9597315436242
"RPGRIP1L",73.8255033557047
"RPP21",89.9328859060403
"RPS10.NUDT3",91.9463087248322
"RPS27AP5",91.9463087248322
"RPTN",65.7718120805369
"RPUSD1",92.6174496644295
"RSAD1",95.9731543624161
"RSAD2",84.5637583892617
"RTEL1",85.2348993288591
"RTL10",85.9060402684564
"RTP4",93.2885906040269
"RTTN",87.248322147651
"RUNX1T1",89.9328859060403
"RUSC2",74.496644295302
"RWDD2A",87.9194630872483
"RWDD3",63.0872483221477
"RYR3",73.1543624161074
"S100PBP",56.3758389261745
"SAA2",62.4161073825503
"SAC3D1",75.1677852348993
"SALL2",87.248322147651
"SAMD10",96.6442953020134
"SAMD12",69.1275167785235
"SAMD14",96.6442953020134
"SATB1",71.8120805369127
"SBNO2",83.2214765100671
"SBSN",70.4697986577181
"SC5D",65.1006711409396
"SCAMP5",96.6442953020134
"SCAND1",89.261744966443
"SCAP",69.1275167785235
"SCARA5",90.6040268456376
"SCGB1A1",83.2214765100671
"SCIMP",85.2348993288591
"SCMH1",81.2080536912752
"SCML2",65.1006711409396
"SCN7A",79.8657718120805
"SCN9A",95.3020134228188
"SCNM1",92.6174496644295
"SCTR",96.6442953020134
"SDC3",53.0201342281879
"SDK2",85.9060402684564
"SEC14L4",63.0872483221477
"SEC61A2",95.9731543624161
"SECTM1",84.5637583892617
"SELPLG",58.3892617449664
"SEMA3F",82.5503355704698
"SEMA4A",55.7046979865772
"SEMA4C",54.3624161073826
"SEMA4G",83.8926174496644
"SEMA5A",77.8523489932886
"SEMA6A",93.9597315436242
"SEMA6B",96.6442953020134
"SEMA6C",89.261744966443
"SEMA6D",93.2885906040269
"SEMG1",96.6442953020134
"SENP2",60.4026845637584
"SENP3",70.4697986577181
"SENP5",62.4161073825503
"SEPTIN5",96.6442953020134
"SERINC5",81.2080536912752
"SERPINB13",93.9597315436242
"SESN3",83.2214765100671
"SETD5",63.758389261745
"SETD6",83.2214765100671
"SETD9",85.9060402684564
"SETDB2",97.9865771812081
"SETSIP",91.9463087248322
"SFMBT1",71.8120805369127
"SFMBT2",91.9463087248322
"SFT2D1",89.9328859060403
"SFTA2",79.8657718120805
"SFTPB",95.9731543624161
"SGMS1",93.9597315436242
"SGO1",96.6442953020134
"SGPP2",87.248322147651
"SGSM1",53.6912751677852
"SGSM2",63.0872483221477
"SH2B2",64.4295302013423
"SH2D2A",78.5234899328859
"SH2D3C",56.3758389261745
"SH3D21",91.2751677852349
"SH3RF2",96.6442953020134
"SHD",91.2751677852349
"SHE",70.4697986577181
"SHISA2",65.7718120805369
"SHISA4",96.6442953020134
"SHISA5",71.1409395973154
"SHQ1",85.9060402684564
"SIAH2",79.8657718120805
"SIGLEC14",95.9731543624161
"SIGLEC9",84.5637583892617
"SIGMAR1",57.0469798657718
"SIMC1",80.5369127516778
"SINHCAF",71.1409395973154
"SIRPB1",85.2348993288591
"SIT1",77.8523489932886
"SIVA1",81.8791946308725
"SIX4",89.261744966443
"SKA1",85.2348993288591
"SKA2",55.7046979865772
"SKA3",69.7986577181208
"SKI",87.248322147651
"SKP2",85.2348993288591
"SLA",96.6442953020134
"SLAMF1",93.9597315436242
"SLAMF6",93.9597315436242
"SLC11A1",81.2080536912752
"SLC12A8",73.1543624161074
"SLC13A2",83.8926174496644
"SLC15A3",77.1812080536913
"SLC16A2",89.9328859060403
"SLC19A1",66.4429530201342
"SLC1A1",65.1006711409396
"SLC1A2",70.4697986577181
"SLC1A3",86.5771812080537
